"longitude","latitude","SPL"
-145.02,59.27,145.611045578015
-144.24026333,-31.84953667,144.58484512878
-144.05603,11.28483,132.159196950148
-144.819075,29.85426667,0
-144.66833333,31.99166667,132.971413980986
-144.645635,33.09249,223.729537221867
-144.08666667,34.74333333,142.5427858426
-144.776375,35.87177333,144.815167840616
-144.81666667,40.595,149.519931250371
-144.38103167,41.04364167,134.36650171601
-144.41353333,51.42291667,133.752402603472
-144.79833333,57.18833333,158.567762126321
-143.45378667,-11.071075,115.628346790878
-143.66849333,3.45339667,136.03511043108
-143.7,11.28666667,137.894543367148
-143.277955,20.46215333,0
-143.04875833,32.862175,141.509299740593
-143.09243333,35.8461,136.19926548838
-143.07318,38.16311167,150.267205863964
-143.23481333,40.72127667,138.806395679149
-143.19369667,43.208065,151.158494081108
-143.20659,45.00375333,148.51513951401
-143.09121833,45.88772833,153.498165794432
-143.68166667,51.08666667,133.888579627102
-142.94486833,6.03741833,133.097172394094
-142.40408333,19.85668333,142.980383286843
-142.37182167,33.99392167,0
-142.39848833,34.25589333,0
-142.542595,35.59172667,0
-142.256515,35.47177333,161.096249248471
-142.24214667,36.32301,141.421584900733
-142.028035,37.88225,0
-142.181955,39.64838667,199.239408575188
-142.64925,42.37153333,152.361788646393
-142.121995,43.27067667,149.748513170326
-142.06349667,52.78304,124.734977510093
-142.90753833,58.16879833,136.497714796448
-141.305,9.05,129.213260368537
-141.546245,22.58674833,126.699864523392
-141.07998167,29.29359,250.439408575188
-141.09086167,30.200465,0
-141.938435,34.34343333,0
-141.95693333,35.075165,133.317311754435
-141.95144833,36.55354167,0
-141.97192833,36.05427,237.329537221867
-141.88286167,37.084205,0
-141.956995,37.48476833,237.329537221867
-141.91358167,37.18282667,237.329537221867
-141.94792833,37.35748333,0
-141.30333333,42.15833333,147.682616300567
-141.72611833,42.50324833,151.128415952052
-141.35083333,42.832,147.175850093541
-141.39543333,42.13731667,133.334020262587
-141.07483833,50.51603,132.821746079712
-141.85833333,52.335,116.095610638859
-141.63520667,53.861805,138.304401689904
-141.775025,75.49447833,NA
-141.11280833,88.04941667,306.792146099318
-140.19229167,-8.44632,111.754401875779
-140.92166667,21.66333333,136.40203090083
-140.06625333,28.36555667,154.724586802547
-140.90270167,28.31151,0
-140.12392833,31.52050833,173.101890513414
-140.26016833,39.00159667,153.652948766359
-140.40616,40.50935167,156.845547215299
-140.88,42.48166667,152.144840213993
-140.94024333,43.85162667,150.122943604008
-140.02607167,51.06439333,134.022809079411
-140.16166667,52.27666667,0
-140.63,53.54,140.381360357729
-139.714205,-8.856,0
-139.34813,28.415435,155.365641847776
-139.92264833,30.62536833,172.529537221867
-139.79998167,30.49502,172.529537221867
-139.30990667,38.584555,144.804153903106
-139.4193,38.95705833,151.220496587746
-139.50166667,39.74833333,148.502913035963
-139.83051833,52.30084667,145.911837511853
-139.94166667,59.55833333,138.008188348596
-139.86547167,59.574495,113.841689933693
-139.125,69.68166667,124.508533495623
-138.71558333,-14.63338333,145.014142378423
-138.40618333,-5.02575,116.148657494165
-138.55144833,30.65358,255.729537221867
-138.979075,33.16258667,237.329537221867
-138.63666667,35.51333333,134.818528108173
-138.22505833,36.66045,137.510142890044
-138.04890833,38.01938,152.605865228021
-138.73715667,42.565945,232.639408575188
-138.57723,54.35819,143.627029144943
-137.14185167,-14.09381667,144.745487051436
-137.767555,27.56620333,0
-137.09166667,33.71,137.426699714023
-137.622595,36.144,146.107997200837
-137.23270833,38.30513833,154.035611830705
-137.34352333,39.174505,154.052554295452
-137.121685,39.02228667,148.776274161252
-137.27449833,42.95430333,144.711608059536
-136.22833333,-22.48666667,142.640522513376
-136.45694167,27.43224667,0
-136.67623333,27.76530167,143.876813536791
-136.25393333,29.79653333,137.967621312575
-136.29943833,30.21776167,140.555190408634
-136.965615,32.62829333,149.356806011938
-136.75949667,33.60310667,144.213754424714
-136.11333333,34.765,144.637979628998
-136.22166667,36.10833333,138.87482245212
-136.01854167,36.54944,237.329537221867
-136.211395,36.54754167,0
-136.35114,36.33630167,138.226240834837
-136.44760833,38.60524167,146.863580276137
-136.171165,39.60655667,143.406244144942
-136.52666667,40.38333333,131.874500932843
-136.47666667,46.75333333,139.708481576658
-136.02,48.89833333,137.165752494958
-136.60319333,49.28583333,138.250452341282
-136.75539833,50.39161,138.503535052896
-136.199765,58.18969,0
-136.04,58.47666667,116.461210069912
-135.72456667,-3.78923333,148.788235010742
-135.933635,24.47737833,209.016970037757
-135.66750167,30.56373667,255.729537221867
-135.13384833,31.37196167,227.386392099681
-135.65573333,33.24953333,151.153351203425
-135.18534167,34.53521667,134.116620837135
-135.74333333,36.43833333,134.634608126196
-135.65785167,38.22738333,143.477018108687
-135.03509167,39.12779167,149.446068777085
-135.80333333,49.83833333,135.181523180206
-135.40410667,51.38900333,149.006388458858
-135.24220833,57.03429833,0
-135.49,57.07666667,146.650344161484
-135.41665167,57.10595667,135.235509959709
-135.45575333,57.12340333,0
-135.369155,57.065035,0
-135.405,57.13,126.277760287406
-135.537395,57.08331167,126.131193557757
-135.453,58.15313667,0
-135.48075167,58.1428,0
-135.03861333,58.53888667,121.600052425788
-135.42166667,59.27666667,112.685439858714
-134.66573167,-59.69505833,232.039408575188
-134.87568333,-10.83008333,118.594521925277
-134.155395,26.61198667,0
-134.674115,31.8276,0
-134.62398167,31.83946667,0
-134.63464833,31.762325,237.329537221867
-134.62335167,32.52617667,138.847275758039
-134.20333333,33.93,135.230273123578
-134.07737833,35.488175,141.290266904797
-134.15833333,36.10666667,140.84062828198
-134.01471833,38.344425,134.188235010742
-134.72833333,39.95,147.838084522654
-134.0869,40.68763333,136.902913035963
-134.52064333,46.20448,136.046718437021
-134.527925,47.99325667,135.778415326059
-134.83571,49.251945,134.392359380845
-134.35676167,50.32056833,133.8671063797
-134.16457,57.05342167,112.676709786268
-134.97666667,58.415,134.227864953107
-134.97684,58.6291,132.985011128336
-134.94282667,58.26111333,133.008239965312
-134.67463833,58.36960167,117.159395132151
-134.97469667,58.55069667,0
-134.68676,58.36001333,132.201575172977
-134.93871667,69.04268333,126.389752469148
-134.87833333,75.63333333,123.375838741231
-133.34788333,-14.54608167,154.994669592993
-133.70076,-10.72343667,114.5359008758
-133.95166667,19.745,134.348173231519
-133.25333333,26.035,132.114754925832
-133.188635,30.71091167,135.351855690355
-133.19166667,31.99833333,132.3305198007
-133.93275167,33.92461833,154.024755272678
-133.19833333,33.33,146.834226747272
-133.24744167,36.76165333,149.411876547368
-133.56635667,37.47818667,140.659312621754
-133.76610333,37.68990333,137.924436203643
-133.54162167,41.41588667,149.197184593608
-133.34166667,50.88833333,148.386227445202
-133.06409,54.169545,0
-133.81393667,57.88505167,130.626832313052
-133.75166667,57.81833333,127.664678082917
-133.86156333,57.92532667,137.108099763321
-133.92311667,68.54413333,0
-132.39666667,-7.585,129.250067760177
-132.31845167,1.657195,139.300644759962
-132.45686833,5.99300667,124.082779886715
-132.11193667,31.7523,131.546894820136
-132.70371667,32.71,136.582298206799
-132.360515,33.1664,231.136630438521
-132.185995,33.7399,146.56840086679
-132.68408833,33.5342,133.654985036852
-132.51143,35.03297333,139.865468894197
-132.28472333,36.74609167,148.536039740815
-132.02976833,37.30500333,133.451459457279
-132.30333333,38.45166667,149.588405724569
-132.669665,39.04045,149.056374845038
-132.53,47.19166667,135.042604460756
-132.25166667,48.66666667,131.063226684823
-132.521335,48.73499,134.20167129355
-132.29555833,54.12198,138.247379800543
-132.61283333,54.3413,136.163157798456
-132.209325,54.05550833,0
-132.51853833,55.67694,128.606670081117
-132.98748667,69.458985,0
-131.64766167,18.07584,227.6752978549
-131.54,27.90333333,140.628228477288
-131.48599667,31.786745,132.971598698121
-131.648515,33.14933333,231.136630438521
-131.01666667,36.27166667,142.534382897501
-131.16121833,36.131485,154.176434097305
-131.39554667,37.78653167,139.546388608757
-131.77105,38.641775,144.365643264237
-131.14166667,46.90666667,133.622159540069
-131.16325,48.48735,115.174943482777
-131.35333333,48.66166667,134.634608126196
-131.08346833,54.430395,128.559395132151
-131.78270333,54.25332333,121.915204083564
-131.07666667,54.995,114.351741394545
-131.73333333,55.67833333,147.955913453692
-131.45333333,55.25,135.204119982656
-130.54,32.775,135.301668463376
-130.83166167,33.16077333,0
-130.08166667,34.71833333,149.29961344716
-130.722335,37.07898,148.852131655366
-130.855,38.60166667,134.937648596583
-130.96226167,51.49786833,155.70028029403
-130.455695,52.504815,109.177935054102
-130.91666667,53.27,149.207000508092
-130.12651333,53.89597667,0
-130.2,53.56,119.736414277147
-130.81745667,53.94235333,0
-130.73909833,54.05347833,140.303607028463
-130.47908167,54.22581333,0
-129.41625333,-15.890405,134.207139831882
-129.33643,-4.08457833,134.41007499988
-129.31257667,1.25959167,143.468435562744
-129.35873333,33.93215,146.104605291117
-129.30449,34.84725667,151.482382757127
-129.82333333,35.21116667,143.255129876235
-129.52073833,36.99524167,149.432105356247
-129.41833333,41.81,133.547889574705
-129.99193667,46.16416333,135.629730590656
-129.57123833,46.49359667,132.133358364591
-129.39166667,46.08,138.094981167697
-129.38666667,48.54166667,130.113617389772
-129.37,51.67666667,152.438575530606
-129.88792333,51.78798167,151.999921725999
-129.96,53.8,116.649158444363
-128.90293333,0.94345,141.851756203076
-128.83056,1.42146333,139.172771091418
-128.22799833,23.01698667,134.652458659225
-128.01666667,30.95333333,149.236575944537
-128.76006667,32.02446667,137.906996453395
-128.74698333,33.81213333,137.0072253175
-128.739,34.36901667,153.443432981789
-128.79979167,37.797985,133.917051542945
-128.22811167,48.53703667,134.681024153375
-128.94673333,51.93733667,150.040558539916
-128.56340667,52.67851167,112.230406782206
-128.44181667,52.768975,0
-128.64409167,53.85431,0
-128.82675167,53.72674667,0
-128.90428333,53.72516667,0
-127.12845167,-14.471325,145.722996260065
-127.27333333,28.82666667,133.226240834837
-127.10997167,29.34855833,139.79717549957
-127.506815,29.28042833,141.152407101766
-127.25833333,30.17666667,134.247275758039
-127.22423167,31.68456833,128.269053529724
-127.39,33.37166667,137.119256882575
-127.40384167,33.88705,136.077428025895
-127.97528,38.54015,134.767910759656
-127.76327333,38.32406,139.59717549957
-127.32697167,39.91684333,153.627581956617
-127.11289667,39.65971333,137.790559760405
-127.11333333,41.37833333,145.66368912386
-127.69801667,48.51753333,134.799756703106
-127.6623,48.55751667,149.716388362903
-127.67166667,48.93666667,132.084594327623
-127.815825,48.52368667,133.890809599172
-127.157055,48.45943333,142.563006502335
-127.634885,49.92568667,104.6679504379
-127.045,50.59833333,125.905391110865
-127.40927,50.92516,127.847379800543
-127.59551167,50.86119,131.566936096249
-127.16998833,50.65447833,0
-127.64666667,50.90333333,147.792675619742
-127.60181333,50.83224,109.408782498234
-127.81166667,51.14833333,131.165036158259
-127.81797333,51.34656,0
-127.62818833,51.036345,121.82757981602
-127.91603333,51.87049333,109.612746012597
-126.84786667,-52.657185,132.934862785979
-126.90530333,-15.56999833,138.401809291473
-126.42361667,-4.76525,141.151879519942
-126.55143333,17.8567,135.445361572481
-126.04042833,19.254215,137.968711893943
-126.13513167,27.125255,0
-126.45039833,34.83255,141.246387546813
-126.84120167,35.25526667,146.053760510279
-126.553585,38.110995,132.943506256376
-126.33666667,40.29333333,138.831584823145
-126.63165,41.6475,137.756567901149
-126.24313,45.90303333,135.545999449339
-126.63273,48.842305,145.069904035767
-126.039045,49.27518833,0
-126.25833333,49.345,0
-126.054215,49.18921333,0
-126.08523167,49.37585667,0
-126.12931,50.65603833,124.408239965312
-126.639105,50.59754833,127.358905025017
-125.11333333,18.86333333,131.755457636533
-125.01333333,27.66,133.715038044995
-125.130845,29.421145,143.653460914057
-125.63723333,31.1414,134.384181384764
-125.32105333,39.70536,145.589707073706
-125.59833333,40.65166667,136.767910759656
-125.705,41.27,138.448437687937
-125.08166667,42.675,126.185463545104
-125.14,43.35,124.185463545104
-125.84181,43.68976833,133.447175228647
-125.92151,44.43402333,135.304716290489
-125.21833333,45.07333333,0
-125.81549667,46.66533833,136.06556665863
-125.4975,48.5095,150.512144542876
-125.322385,48.750905,0
-125.87871667,48.51985833,132.369658767248
-125.36102,48.54716167,146.968039248467
-125.46833333,48.52333333,132.713418807782
-125.11886833,48.85823167,0
-125.14228167,49.98807167,141.247869907677
-125.16532333,49.987675,0
-125.91759833,49.17104,0
-125.92267167,49.19115,0
-125.90635667,49.15817667,0
-125.96107667,49.12981667,0
-125.11266333,49.88414,0
-125.19095,49.98803333,125.974711171696
-125.07121,50.38246333,0
-125.26111,50.43655833,0
-125.034785,50.4926,0
-125.24033333,50.029245,0
-125.11047,50.32948,142.767635097462
-125.13167333,50.345135,0
-125.03844833,50.27730167,0
-125.18421,50.39806667,151.959395132151
-125.145075,50.10850833,123.481378303859
-125.25117,50.03545,0
-125.23918333,50.032135,0
-125.47666667,50.435,0
-125.69141,50.7353,126.23089688934
-125.84836,50.68069,117.958905025017
-125.14059,50.35152833,137.03089688934
